service_request_key,created_date,request_type,description,request_type_code,status_code,intake_form,days_to_complete,sla_fy_2019,on_time_indicator,completed_at,due_at,ispublic,council_district,loc
14169365,08/11/2023 11:23:55 AM,Potholes,Cut out,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,08/11/2023 11:39:23 AM,08/23/2023 11:23:55 AM,yes,9,POINT (-85.246854778528 35.071884354506)
14167038,08/10/2023 06:27:30 PM,Potholes,Deep holes in street,EMERGENCY,O-CLOSED,iOS,2,5,Yes,08/14/2023 11:27:56 AM,08/22/2023 06:27:30 PM,no,9,
14166982,08/10/2023 06:16:44 PM,Potholes,Potholes and broken pavement. A couple of the holes are like sinkholes beginning.,EMERGENCY,O-CLOSED,Android,2,5,Yes,08/14/2023 09:16:39 AM,08/22/2023 06:16:44 PM,yes,1,POINT (-85.353881567717 35.046604710909)
14166251,08/10/2023 04:29:42 PM,Potholes,"There are terrible pot holes and the road is so rough that it shakes to vehicle so much there are rattling in  the vehicle.  The potholes are so bad that at some points on the street you can't avoid them.  This is on Hudson Road, not Terminal Road.  The road is also complete holes around the railroad tracks that one of our drivers busted a tire.  We have been battling this for several years and the road needs to be fixed so it doesn't continue to damage our vehicles.",EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/14/2023 10:39:23 AM,08/22/2023 04:29:42 PM,yes,1,POINT (-85.335796984065 35.079209183269)
14164728,08/10/2023 01:23:50 PM,Distressed Pavement,Nye Cir is in need of repair.  Starting at the pull off over the tunnel all the way to the dead end.  Road is sinking near the retaining wall.,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,20,No,08/15/2023 01:44:31 PM,08/14/2023 01:23:50 PM,yes,1,POINT (-85.317573361464 35.073977095328)
14164290,08/10/2023 12:36:37 PM,Potholes,Road has  deterioration. All of Kamin road needs paved.,EMERGENCY,O-CLOSED,iOS,3,5,Yes,08/15/2023 01:57:11 PM,08/22/2023 12:36:37 PM,yes,3,POINT (-85.218897 35.157961)
14160847,08/09/2023 05:34:14 PM,Potholes,several potholes and bad pavement I have photos if needed,EMERGENCY,O-CLOSED,Android,3,5,Yes,08/14/2023 09:29:03 AM,08/21/2023 05:34:14 PM,yes,1,POINT (-85.353476218879 35.046469389391)
14159756,08/09/2023 03:18:35 PM,Distressed Pavement,"the pavement has eroded to the point that crossing the street is a walking and tripping hazard, in a very high traffic pedestrian tourism area.",EMERGENCY,O-NEW,gov.publicstuff.com,,20,N/A,,08/23/2023 03:18:35 PM,yes,2,POINT (-85.303425006157 35.060514149167)
14159736,08/09/2023 03:16:43 PM,Distressed Pavement,"Roadways pavement is not a smooth road, very difficult to drive on",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,20,Yes,08/11/2023 07:57:14 AM,08/11/2023 03:16:43 PM,yes,9,POINT (-85.24527876902 35.051313945306)
14158877,08/09/2023 01:41:18 PM,Potholes,Pothole on Jenkins close to the circle just before the gas station coming from the direction of EB road,EMERGENCY,O-CLOSED,iOS,4,5,Yes,08/15/2023 12:47:18 PM,08/21/2023 01:41:18 PM,yes,4,POINT (-85.133613 35.033455)
14158788,08/09/2023 01:29:35 PM,Potholes,"There are multiple pot holes, one giant one, and awful road work done on this road. As an employee on this street, I say there is no damage done to my car but over time of driving on it every day sure does cause damage to the tires of my small car. Please fix!",EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/11/2023 07:59:49 AM,08/21/2023 01:29:35 PM,yes,3,POINT (-85.239445310838 35.136952527043)
14158747,08/09/2023 01:24:41 PM,Potholes,The whole street is so rough and tons of potholes. Really unsafe and bad for vehicles.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/11/2023 08:00:14 AM,08/21/2023 01:24:41 PM,yes,3,POINT (-85.239445310838 35.136952527043)
14158696,08/09/2023 01:20:22 PM,Potholes,Lots of potholes and rough pavement on this road.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/11/2023 08:00:49 AM,08/21/2023 01:20:22 PM,yes,3,POINT (-85.239445310838 35.136952527043)
14158524,08/09/2023 12:59:22 PM,Potholes,321 McBrien rd POTHOLE,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,08/15/2023 12:24:45 PM,08/21/2023 12:59:22 PM,yes,6,POINT (-85.226603393246 35.005542270795)
14158506,08/09/2023 12:57:57 PM,Potholes,Two large areas with damage to the road. Several other areas of damage present along preschool lane with those two areas being the most dangerous.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/11/2023 08:01:10 AM,08/21/2023 12:57:57 PM,yes,3,POINT (-85.239445310838 35.136952527043)
14158444,08/09/2023 12:53:36 PM,Potholes,"Coming from off the ridge on igou gap, there is a pothole making aright hand turn on morris spring. It s really bad.",EMERGENCY,O-CLOSED,iOS,4,5,Yes,08/15/2023 12:47:08 PM,08/21/2023 12:53:36 PM,yes,4,POINT (-85.125704 35.0161)
14156988,08/09/2023 10:17:24 AM,Potholes,"Adding to a previous request, the 2100 block of Anderson Avenue, as well as the 2200 block of Anderson Avenue require significant road repairs. Vehicles have to slow significantly in order to drive, there are potholes, depressions in the road, & dangerously uneven pavement. It makes it dangerous to even walk on because of how uneven it is. I have rolled my ankle several times traveling through this. It requires significant attention.",EMERGENCY,O-CLOSED,Iframe,4,5,Yes,08/15/2023 12:45:32 PM,08/21/2023 10:17:24 AM,yes,9,POINT (-85.274955930385 35.028953988216)
14156945,08/09/2023 10:11:43 AM,Potholes,Rough pavement from Sholar to Roanoke,EMERGENCY,O-CLOSED,iOS,6,5,Yes,08/17/2023 04:20:45 PM,08/21/2023 10:11:43 AM,yes,8,POINT (-85.265063 35.059073)
14156937,08/09/2023 10:11:06 AM,Potholes,"The 2200 block of Anderson Avenue has numerous potholes, uneven pavement, depressions in the pavement & has had all maintenance ignored",EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/11/2023 07:59:30 AM,08/21/2023 10:11:06 AM,yes,9,POINT (-85.273509402052 35.028431723307)
14156818,08/09/2023 09:49:13 AM,Potholes,326 Lightfoot Mill Rd 1PH at Tunnel Blvd Intersection,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,08/14/2023 11:47:30 AM,08/21/2023 09:49:13 AM,yes,5,POINT (-85.228146949701 35.067729106526)
14156782,08/09/2023 09:44:59 AM,Potholes,4524 Tomben Ln one pothole by mailbox,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,08/14/2023 01:49:41 PM,08/21/2023 09:44:59 AM,yes,5,POINT (-85.182771296049 35.081644716311)
14156766,08/09/2023 09:42:54 AM,Potholes,1400 -1410 Cemetery Ave 15 potholes needs to be filled (potholes painted green),EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,08/15/2023 01:28:05 PM,08/21/2023 09:42:54 AM,yes,8,POINT (-85.29551102573 35.03256300968)
14154249,08/08/2023 04:55:03 PM,Potholes,,EMERGENCY,O-CLOSED,Iframe,3,5,Yes,08/11/2023 08:02:05 AM,08/18/2023 04:55:03 PM,yes,5,POINT (-85.194946644723 35.065281476673)
14154229,08/08/2023 04:52:58 PM,Potholes,,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,08/09/2023 12:50:49 PM,08/18/2023 04:52:58 PM,yes,4,POINT (-85.17462589395 35.023486888863)
14151818,08/08/2023 12:20:50 PM,Potholes,Heading away from the Sherriff office on the same side of the road is a pothole.,EMERGENCY,O-CLOSED,iOS,3,5,Yes,08/11/2023 08:02:33 AM,08/18/2023 12:20:50 PM,yes,6,POINT (-85.15922 35.098789)
14151402,08/08/2023 11:37:06 AM,Potholes,Near the Refuse Ctr.,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,08/11/2023 08:03:42 AM,08/18/2023 11:37:06 AM,yes,5,POINT (-85.197861509442 35.044054940462)
14150469,08/08/2023 09:51:55 AM,Potholes,"Previously submitted this ticket, shows completed, but was not. Location of this spot is on Derby St at the intersection of E. 3rd Street. Thankful they did the patch across the road from this spot as that was worse, but this one spot they forgot. Looks like it has old patches that have just deformed and given out.",EMERGENCY,O-CLOSED,Iframe,3,5,Yes,08/11/2023 08:03:27 AM,08/18/2023 09:51:55 AM,yes,9,POINT (-85.263910261809 35.037945580043)
14150433,08/08/2023 09:50:07 AM,Potholes,intersection of Hamilton Place Blvd and Barns Dr. there is a pothole.,EMERGENCY,O-CLOSED,Iframe,3,5,Yes,08/11/2023 08:04:17 AM,08/18/2023 09:50:07 AM,yes,4,POINT (-85.158191664039 35.038658595524)
14150419,08/08/2023 09:48:27 AM,Potholes,"Previously submitted this location this month, but the patch was not done even though it was marked complete. I did notice the picture submitted with that ticket was of a different location on Commons. Still thankful for those patches being done. This particular area is the road right next to Academy Sports. You can see a bunch of old patchwork that has given away.",EMERGENCY,O-CLOSED,Iframe,3,5,Yes,08/11/2023 08:04:44 AM,08/18/2023 09:48:27 AM,yes,4,POINT (-85.154712838947 35.038025918851)
14150388,08/08/2023 09:43:43 AM,Potholes,As you are taking a left onto E. 3rd St from Glenwood Dr there is a pothole/depression located on the E. 3rd Street side. It's a fairly decent size depression.,EMERGENCY,O-CLOSED,Iframe,5,5,Yes,08/15/2023 12:47:33 PM,08/18/2023 09:43:43 AM,yes,9,POINT (-85.261347411095 35.036979343296)
14150366,08/08/2023 09:40:48 AM,Potholes,Settlement,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,08/08/2023 10:15:48 AM,08/18/2023 09:40:48 AM,yes,9,POINT (-85.246286628089 35.05160435965)
14150318,08/08/2023 09:34:49 AM,Potholes,"Previously submitted ticket this month on this exact pothole, but the patch wasn't conducted even though ticket was closed. The area has been previously patched a long time ago, but that patch has sunk even further down. There is no other lane to drive in to avoid this area. Located at intersection of Derby Circle and E 3rd St.",EMERGENCY,O-CLOSED,Iframe,3,5,Yes,08/11/2023 08:05:05 AM,08/18/2023 09:34:49 AM,yes,9,POINT (-85.264843670546 35.038576977389)
14150078,08/08/2023 08:50:28 AM,Potholes,Caller states there is one larger pothole and one smaller one,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,08/08/2023 11:49:33 AM,08/18/2023 08:50:28 AM,yes,8,POINT (-85.263168943798 35.043587574029)
14149903,08/08/2023 08:10:17 AM,Potholes,At red light,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,08/08/2023 09:19:45 AM,08/18/2023 08:10:17 AM,yes,8,POINT (-85.293185230272 35.037739515101)
14147040,08/07/2023 03:09:34 PM,Potholes,Large area where sewers or a culvert have caused an extremely bumpy pavement.  Pavement is not broken but is sinking in places.  A small amount of asphalt was spread here in the past but much more work is needed as area extends entire width of road and several feet in length.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,08/08/2023 09:38:01 AM,08/17/2023 03:09:34 PM,yes,3,POINT (-85.187502441942 35.140229519176)
14146222,08/07/2023 01:48:09 PM,Potholes,Caller states that the City had came out and did some sewer repair work in back of his home around a tree that has now fallen on his house. He states the digging had damaged the root system of the tree and created a sinkhole that cause the tree to fall. He would like someone to contact him regarding what is to be done about it asap. I have entered a Tree Problem SR14146215,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,08/11/2023 08:06:44 AM,08/17/2023 01:48:09 PM,yes,9,POINT (-85.240223899199 35.07671115204)
14146075,08/07/2023 01:34:32 PM,Potholes,Citizen upset about the completion on the streets at  W 18th  and W 19th St. She would like to speak to someone about the streets in her neighborhood,EMERGENCY,O-CLOSED,gov.publicstuff.com,27,5,Yes,09/13/2023 10:00:44 AM,09/15/2023 01:34:32 PM,yes,7,POINT (-85.309717911836 35.033874945524)
14146007,08/07/2023 01:28:36 PM,Potholes,Citizen states there is a large pothole located at N Chamberlain Avenue and Wilder Street,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,08/08/2023 01:55:00 PM,08/17/2023 01:28:36 PM,yes,9,POINT (-85.246214678022 35.07044322275)
14145928,08/07/2023 01:21:11 PM,Potholes,Not really a pothole a such but the erosion at the roadbed has me nervous given the road's narrow measurements. It's situated in front of the north end of 4815 Glenmar Circle property with the neighbor at 4856 Murray Hills Dr. Thanks for looking at it!  *I chose sinkhole below since it was the only choice that is below the paving.,EMERGENCY,O-CLOSED,Android,1,5,Yes,08/08/2023 01:20:27 PM,08/17/2023 01:21:11 PM,yes,3,POINT (-85.198821723461 35.095248005591)
14144746,08/07/2023 11:32:30 AM,Potholes,There is a wash out under the road again. There is a hole but it s the tip of the iceberg so to speak.,EMERGENCY,O-CLOSED,iOS,0,5,Yes,08/07/2023 01:15:45 PM,08/17/2023 11:32:30 AM,yes,3,POINT (-85.251674 35.154182)
14144669,08/07/2023 11:26:25 AM,Potholes,"After the City dug up the street and repaired a sewer line a couple weeks ago, they failed to smooth the concrete on the street correctly.  There is uneven depressions in the street which causes a very loud noise whenever cars drive over it.  The loud noise startles my elderly mom, whose 87 years old all day and causes her to wake up from her sleep at night whenever a car drives by.",EMERGENCY,O-CLOSED,Iframe,0,5,Yes,08/07/2023 03:51:48 PM,08/17/2023 11:26:25 AM,yes,8,POINT (-85.258732098836 35.047759183123)
14144546,08/07/2023 11:15:50 AM,Potholes,square painted w/ pink paint in front of firehall,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,08/09/2023 10:14:36 AM,08/17/2023 11:15:50 AM,yes,7,POINT (-85.305109359398 35.035268611313)
14144117,08/07/2023 10:36:11 AM,Potholes,,STANDARD,O-CLOSED,gov.publicstuff.com,2,5,Yes,08/09/2023 09:52:43 AM,08/11/2023 10:36:11 AM,yes,7,POINT (-85.301804745582 35.032907727259)
14143854,08/07/2023 10:10:50 AM,Potholes,"Every 1-2 weeks, I cut my grass and have been monitoring a situation where the far corner of my lot has been quickly caving in.  This week, a small hole has formed in the street and it appears that rain water is washing under the curb.  See attached pictures.  I would ask that someone come out and look at this as I am concerned the road may give way soon",EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,08/10/2023 02:09:39 PM,08/17/2023 10:10:50 AM,yes,1,POINT (-85.399048724921 35.012272324842)
14143579,08/07/2023 09:43:11 AM,Potholes,caller state  she lives  at  2400 N Chamberlain Ave  and in front of her driveway the asphalt is broken up badly and needs to be fixed.,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,08/10/2023 01:01:45 PM,08/17/2023 09:43:11 AM,yes,9,POINT (-85.249623493302 35.064097842177)
14143153,08/07/2023 08:50:40 AM,Potholes,"They paved Alexander all the way, they paved Harbin at the lowest point. There was May be 100 feet they could have paved when they were here ( but they did not) . Now there is 3 painted squares at the end of my driveway, I imagine these will be filled in, instead of filling in just the 3 patches and they make 1 bigger rectangular patch that would be a better and esthetically nicer repair? There is a border of asphalt keeping the water in the street when it rains but it s missing about 2 feet and the water drains in my driveway can the also fix that at the same time? Thanks Mike Caron",EMERGENCY,O-CLOSED,iOS,1,5,Yes,08/08/2023 09:07:29 AM,08/17/2023 08:50:40 AM,yes,2,POINT (-85.288482 35.097708)
14142292,08/06/2023 07:52:42 PM,Potholes,Pirola Street (blocks 3700 and 3800). There are MULTIPLE sections of the pavement that are rough and have depressions. The pavement is uneven and looks like an ugly patchwork quilt! I believe the destruction is due to construction on the road and the weight of Carta buses. I've witness drivers zig-zag trying to avoid the deep depressions/potholes.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/08/2023 04:11:29 PM,08/17/2023 07:52:42 PM,yes,7,POINT (-85.320128942554 35.010639058288)
14141201,08/06/2023 11:58:44 AM,Potholes,,EMERGENCY,O-CLOSED,iOS,2,5,Yes,08/08/2023 11:02:35 AM,08/17/2023 11:58:44 AM,yes,2,POINT (-85.267012 35.125956)
14138974,08/05/2023 09:00:33 AM,Potholes,this is a very repetitive fill-in pot hole!!,EMERGENCY,O-CLOSED,Android,5,5,Yes,08/11/2023 08:07:27 AM,08/17/2023 09:00:33 AM,yes,3,POINT (-85.251640346856 35.154197118805)
14138948,08/05/2023 08:49:21 AM,Potholes,Unfinished roadway and we are building new homes on this end of the street,EMERGENCY,O-CLOSED,iOS,1,5,Yes,08/07/2023 09:01:47 AM,08/17/2023 08:49:21 AM,yes,3,POINT (-85.185739 35.093735)
14138393,08/04/2023 08:44:00 PM,Potholes,There are two potholes that continues to be a problem every day. Please send someone to fix it as soon as possible. Potholes are between E 44th Street and 15th Ave. The system only allowed one picture to be loaded.,EMERGENCY,O-CLOSED,Iframe,5,5,Yes,08/11/2023 10:53:05 AM,08/16/2023 08:44:00 PM,yes,7,POINT (-85.281501045475 34.990950139144)
14138323,08/04/2023 08:16:23 PM,Potholes,Pothole about a foot and a half long by 10 inches wide and quite deep just off the middle of the intersection,EMERGENCY,O-CLOSED,iOS,2,5,Yes,08/08/2023 11:11:45 AM,08/16/2023 08:16:23 PM,yes,2,POINT (-85.268028 35.124345)
14137428,08/04/2023 04:58:11 PM,Potholes,Per caller the road is falling apart and needs to be definately re done. Also is caving in everywhere.  It is in the middle of the street. It was patched up 2 yrs ago but all that is now gone. He busted his car oil pan due to this issue and other cars will also. Stated he would not file a claim.,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,08/10/2023 01:36:21 PM,08/16/2023 04:58:11 PM,yes,1,POINT (-85.370609823611 35.032556781835)
14136886,08/04/2023 03:53:18 PM,Potholes,"Ref #14003760/ W/O #  268441.pdf W/O 268441 created to replace existing pipe with 24  RCP.  Per caller the hole is not protected by lights anymore,it is only covered around it by some cones, per caller it is a hazard at night.  There children in this area",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,08/07/2023 10:32:37 AM,08/16/2023 03:53:18 PM,yes,7,POINT (-85.281882164722 35.004763646461)
14136156,08/04/2023 02:17:57 PM,Potholes,Citizen says there are potholes and almost damaged his car.    Jefferson & 16th Street,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,08/08/2023 10:16:28 AM,08/16/2023 02:17:57 PM,yes,7,POINT (-85.300689188519 35.032551609594)
14133910,08/04/2023 09:26:28 AM,Potholes,One edge of bridge south side for Chickamauga Creek,EMERGENCY,O-CLOSED,iOS,4,5,Yes,08/10/2023 10:52:39 AM,08/16/2023 09:26:28 AM,yes,3,POINT (-85.215354 35.129372)
14133778,08/04/2023 08:56:10 AM,Distressed Pavement,There is a large hump in the road   Behind Memorial Hospital on the emergency room side,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,20,No,08/09/2023 10:29:01 AM,08/08/2023 08:56:10 AM,yes,9,POINT (-85.260786898752 35.043746546277)
14133670,08/04/2023 08:30:21 AM,Potholes,There are large potholes behind the resident.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,08/07/2023 12:33:31 PM,08/16/2023 08:30:21 AM,yes,7,POINT (-85.302029351241 35.032127515469)
14132766,08/03/2023 10:21:40 PM,Potholes,Edge of road,EMERGENCY,O-CLOSED,iOS,2,5,Yes,08/08/2023 12:06:02 PM,08/15/2023 10:21:40 PM,no,6,
14132719,08/03/2023 09:51:30 PM,Potholes,A large depression is forming and the pavement is very cracked. On Chilhowie where it meets Cherokee.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,08/04/2023 02:01:45 PM,08/15/2023 09:51:30 PM,yes,1,POINT (-85.315621910512 35.067589888936)
14132712,08/03/2023 09:45:27 PM,Potholes,,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,08/04/2023 02:02:19 PM,08/15/2023 09:45:27 PM,yes,1,POINT (-85.315316138684 35.068626073687)
14132465,08/03/2023 08:02:57 PM,Potholes,new road damage from heavy trucks using the road from dig site down the road.  There are multiple large issues on runyan dr now.  School buses uses this road and safety is becoming a concern.,EMERGENCY,O-CLOSED,Android,4,5,Yes,08/10/2023 10:27:27 AM,08/15/2023 08:02:57 PM,no,1,
14131352,08/03/2023 04:39:59 PM,Potholes,Caller states there is a pretty hard dip in the road in front of this address. She states there was some work done on the street recently and now the dip seems to be getting rougher each day. Says it's a pretty significant depression,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,08/04/2023 02:02:54 PM,08/15/2023 04:39:59 PM,yes,8,POINT (-85.258822833338 35.047595086731)
14128352,08/03/2023 10:31:43 AM,Distressed Pavement,"A caller has reported the presence of 15 sinkholes that require filling, or else the entire street will need to be repaved. Alley way at Intersection Chamberlain Ave. and Duncan Ave.",EMERGENCY,O-CLOSED,gov.publicstuff.com,0,20,Yes,08/03/2023 11:17:15 AM,08/07/2023 10:31:43 AM,yes,9,POINT (-85.275517499782 35.034201450868)
14128338,08/03/2023 10:29:21 AM,Potholes,1500 block of N. Orchard knob Ave several pothole going down entire block,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,08/04/2023 02:06:41 PM,08/15/2023 10:29:21 AM,yes,8,POINT (-85.264325151861 35.055015670906)
14127883,08/03/2023 09:20:15 AM,Potholes,the entire road is too rough & one pothole takes up almost half the street  there have been numerous requests to fix,EMERGENCY,O-CLOSED,Iframe,4,5,Yes,08/09/2023 02:43:44 PM,08/15/2023 09:20:15 AM,yes,6,POINT (-85.134657171141 35.064976826411)
14127318,08/03/2023 12:49:00 AM,Potholes,They re potholes on Preschool Lane right outside of Premier Dental in Hixson. My children attend Primrose at Hixson and we frequently have to swerve to avoid these potholes when driving to school. I am concerned these potholes will cause accidents when parents are dropping off and/or picking up their children from school. Please fix them.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,08/03/2023 07:07:18 AM,08/15/2023 12:49:00 AM,yes,3,POINT (-85.239732114168 35.137139823314)
14127213,08/02/2023 11:06:06 PM,Potholes,Alley needs paved or ALL potholes filled or gravel laid down the entire alleyway,EMERGENCY,O-CLOSED,iOS,5,5,Yes,08/10/2023 10:03:25 AM,08/14/2023 11:06:06 PM,yes,9,POINT (-85.276071 35.010495)
14127199,08/02/2023 11:00:28 PM,Potholes,Street light at the corner of Dodds and 26th street is not working,EMERGENCY,O-CLOSED,iOS,0,5,Yes,08/03/2023 07:10:03 AM,08/14/2023 11:00:28 PM,yes,9,POINT (-85.27629 35.010729)
14125643,08/02/2023 04:51:06 PM,Potholes,"I see work was done but am hoping this was prep before brining a tandem load and a paver.  See existing potholes and what was help will wash away with tomorrows storm along with more of bottom of what is left in alley.  This is a a danger to elderly neighbors.  I have attached a picture of alley damages, what was done and issues right next to it.  Driveway on 1901 chamberlain is being washed away because alley is going.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,08/03/2023 11:22:15 AM,08/14/2023 04:51:06 PM,yes,9,POINT (-85.275490437265 35.034250737841)
14125431,08/02/2023 04:26:06 PM,Potholes,,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,08/03/2023 09:45:14 AM,08/14/2023 04:26:06 PM,yes,8,POINT (-85.254682638777 35.090977313987)
14125159,08/02/2023 03:50:30 PM,Potholes,The caller is reporting a large sinkhole.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,08/03/2023 11:19:51 AM,08/14/2023 03:50:30 PM,yes,3,POINT (-85.193445994242 35.085747171901)
14122153,08/02/2023 10:15:09 AM,Distressed Pavement,Located on the corner of  Washington Street and E 19th Street Behind the dealership and in front of Koch's' processing plant,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,08/03/2023 10:28:57 AM,08/04/2023 10:15:09 AM,yes,2,POINT (-85.261444428302 35.120658374075)
14121697,08/02/2023 09:03:46 AM,Potholes,Driving down Commons blvd. towards Gunbarrel intersection there are a lot of depressions and uneven lanes that make your car lean and sway. Would be helpful if the large depressions can be patched to help even out the lane.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/04/2023 10:37:28 AM,08/14/2023 09:03:46 AM,yes,4,POINT (-85.151178358018 35.03681883071)
14121660,08/02/2023 09:00:11 AM,Potholes,previously filled pothole that has sunk further down. Difficult to avoid as it's a single lane.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/04/2023 10:38:39 AM,08/14/2023 09:00:11 AM,yes,4,POINT (-85.14777530533 35.034757972949)
14121655,08/02/2023 08:58:52 AM,Potholes,The road has a large depression going across it creating a wide pothole when driven over. Sounds quiet harsh on suspension and not easily avoidable.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/04/2023 10:38:18 AM,08/14/2023 08:58:52 AM,yes,4,POINT (-85.147655276477 35.034354540577)
14121633,08/02/2023 08:57:05 AM,Potholes,"There is a combination of potholes, depressions, and patches that makes vehicles brake all of a sudden in front of you and veer into the second lane just to avoid potential damage to tires.",EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/04/2023 10:39:11 AM,08/14/2023 08:57:05 AM,yes,4,POINT (-85.154721556126 35.038027838114)
14121617,08/02/2023 08:50:12 AM,Potholes,Going down N Kelly St towards McCallie there are some large potholes that vehicles are trying to avoid by driving into oncoming traffic.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,08/02/2023 01:42:59 PM,08/14/2023 08:50:12 AM,yes,8,POINT (-85.27028654319 35.035176947767)
14121576,08/02/2023 08:45:32 AM,Potholes,There is a pot hole that is in the middle of a single lane at the intersection that vehicles have to drive through when going down E 3rd St.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,08/02/2023 02:08:26 PM,08/14/2023 08:45:32 AM,yes,9,POINT (-85.264842999994 35.038576624011)
14121548,08/02/2023 08:39:21 AM,Potholes,There is a combination of pot holes that needs to be leveled because it is very difficult to stop at that intersection. Debris is getting piled up which makes it more prone to tire punctures.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,08/02/2023 02:05:49 PM,08/14/2023 08:39:21 AM,yes,9,POINT (-85.263894673819 35.037945462697)
14121555,08/02/2023 08:38:47 AM,Potholes,There is a combination of pot holes that needs to be leveled because vehicles driving in this lane are veering to the left towards oncoming traffic to avoid damaging their vehicle tires. Debris is getting piled up which makes it more prone to tire punctures.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,08/03/2023 10:23:30 AM,08/14/2023 08:38:47 AM,yes,9,POINT (-85.263687638461 35.037991115999)
14121440,08/02/2023 08:12:16 AM,Distressed Pavement,Citizen is requesting the whole street pave.,EMERGENCY,O-CLOSED,gov.publicstuff.com,4,20,No,08/08/2023 08:51:38 AM,08/04/2023 08:12:16 AM,yes,7,POINT (-85.317057834636 35.040948690274)
14119945,08/01/2023 06:17:29 PM,Potholes,Hello! These potholes have been along Preschool Lane in Hixson for many months. My children go to Primrose and I m scared a family will be driving their kids to school and get into an accident. Especially with rain or snow. Please fix them.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,08/02/2023 01:49:33 PM,08/11/2023 06:17:29 PM,yes,3,POINT (-85.240211760737 35.137449787793)
14118201,08/01/2023 02:47:50 PM,Potholes,Alley has further errorded.  This is down to bedrock and elder neighbor is now having problems moving garage cans to street as alley becomes deep potholes.  There is a high likelihood this could cause serious physical injury to elderly neighbors.  Please remedy situation ASAP  Thanks Andrew,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/03/2023 07:11:17 AM,08/11/2023 02:47:50 PM,yes,9,POINT (-85.275490437265 35.034250737841)
14117713,08/01/2023 01:57:35 PM,Potholes,"1900 block on Cappella S, in front on Phoenix Auto",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,08/03/2023 07:08:03 AM,08/11/2023 01:57:35 PM,yes,7,POINT (-85.306273384503 35.031467841254)
14116459,08/01/2023 11:41:38 AM,Potholes,"POTHOLE IS LOCATED ON THE BACKSIDE OF RESIDENT 4113 VILLA GREEN COURT CHATTANOOGA,TN 37416.",EMERGENCY,O-CLOSED,Iframe,3,5,Yes,08/04/2023 10:51:54 AM,08/11/2023 11:41:38 AM,yes,5,POINT (-85.197392087647 35.075608171989)
